ngram,High,Low,Medium,None
주로/MAG 호소/NNG,0,1,0,0
주류/NNG 이/VCP,0,0,1,0
주목/NNG 되/XSV,0,1,3,0
주목/NNG 받/VV,0,0,1,0
주목/NNG 하/XSV,0,0,1,0
주문/NNG 이/VCP,0,0,1,0
주변/NNG 사람/NNG,0,1,0,0
주선/NNG 하/XSV,0,0,1,0
주어지/VV ㄴ/ETM,0,0,1,0
주위/NNG 사람/NNG,0,0,1,0
주일/NNB 이나/JX,0,0,1,0
주입/NNG 하/XSV,0,1,0,0
주장/NNG 도/JX,0,0,1,0
주장/NNG 만/JX,0,0,1,0
주장/NNG 이/JKS,0,0,1,0
주장/NNG 이/VCP,0,0,2,0
주장/NNG 하/XSV,1,1,5,0
주저/NNG 하/XSV,0,0,1,0
주전자/NNG 들/XSN,0,0,1,0
주창/NNG 하/XSV,0,0,1,0
주체/NNG 농법/NNG,0,0,1,0
주체/NNG 성/XSN,0,0,1,0
주체/NNG 의식/NNG,0,0,1,0
주체/NNG 적/XSN,0,0,1,0
죽/VV 게/EC,0,0,1,0
죽/VV 어/EC,0,0,1,0
죽/VV 은/ETM,0,0,1,0
죽음/NNG 과/JKB,0,0,1,0
준비/NNG 없/VA,0,0,1,0
준비/NNG 중/NNB,0,0,1,0
준비/NNG 하/XSV,0,0,1,0
준수/NNG 하/XSV,0,0,1,0
준엄/XR 하/XSA,0,0,1,0
줄/NNB 알/VV,0,1,0,0
줄/NNG 이/JKS,0,0,1,0
줄/VV 어/EC,0,0,1,0
줄곧/MAG 아름답/VA,0,0,1,0
줄이/VV ㄹ/ETM,0,1,0,0
줏대/NNG 없/VV,1,0,0,0
중/NNB 소일/NNG,0,1,0,0
중/NNB 이/VCP,0,0,2,0
중고/NNG 등산/NNG,0,0,1,0
중국/NNG 기업/NNG,0,0,1,0
중국/NNP 과/JKB,0,1,0,0
중국/NNP 에/JKB,0,0,1,0
중단/NNG 시키/XSV,0,0,1,0
중단/NNG 하/XSV,1,0,0,0
중대/NNG 하/XSA,1,0,0,0
중독/NNG 으로/JKB,0,0,1,0
중심/NNG 에서/JKB,0,0,1,0
중앙/NNG 집중/NNG,0,0,1,0
중얼거리/VV ㅁ/ETN,0,0,1,0
중요*/NNG 성/XSN,0,0,1,0
중요*/NNG 하/XSA,0,0,2,0
중요/NNG 하/XSA,2,0,1,0
중요/XR 하/XSA,0,0,4,0
중점/NNG 적/XSN,0,0,1,0
중주단/NNG 을/JKO,0,0,2,0
중화/NNP 민족/NNG,0,0,1,0
쥐/VV ㄹ/ETM,0,0,1,0
즉각/MAG 중단/NNG,1,0,0,0
즐거움/NNG 을/JKO,0,0,1,0
즐겁/VA 게/EC,0,0,1,0
즐겁/VA ㄴ/ETM,0,0,1,0
즐기/VV ㄹ/ETM,1,0,0,0
즐기/VV 어/EC,0,0,1,0
증명/NNG 하/XSV,0,1,0,0
증상/NNG 은/JX,0,1,0,0
증폭/NNG 시키/XSV,1,0,0,0
지/EC ㄴ/JX,0,0,2,0
지/EC 는/JX,0,2,2,0
지/EC 도/JX,0,0,1,0
지/EC 말/VX,0,0,1,0
지/EC 못하/VX,6,1,18,0
지/EC 않/VX,17,8,52,5
지/NNG 적/XSN,0,0,4,0
지/NP 새끼/NNG,0,0,1,0
지/VX 고/EC,0,0,2,1
지/VX ㄴ/ETM,0,1,3,0
지/VX ㄹ/ETM,1,0,0,0
지/VX 면/EC,0,0,1,0
지/VX 었/EP,0,0,1,0
지/VX 지/EC,1,0,1,0
지갑/NNG 을/JKO,1,0,1,0
지겹/VA 어요/EC,0,0,1,0
지구/NNG 를/JKO,0,0,1,0
지극히/MAG 근시안/NNG,0,0,1,0
지극히/MAG 어렵/VA,1,0,0,0
지금/MAG 세계/NNG,0,0,1,0
지금/MAG 이용/NNG,0,0,1,0
지나/VV ㄴ/ETM,0,1,2,0
지나/VV 았/EP,0,0,1,0
지나/VV 지/EC,0,1,0,1
지나치/VA 게/EC,1,0,3,0
지난/XR 하/XSA,1,0,0,0
지난번/NNG 보다/JKB,0,0,1,0
지내/VV 는/ETM,0,0,1,0
지니/VV 게/EC,0,0,1,0
지만/EC 순례자/NNG,0,1,0,0
지만/EC 아무/NP,0,0,1,0
지만/EC 연극/NNG,0,0,1,0
지만/EC 이/MM,0,0,1,0
지만/EC 장주/NNG,0,0,1,0
지만/EC 지나/VV,0,0,1,0
지망/NNG 하/XSV,0,0,1,0
지방/NNG 산/XSN,0,1,0,0
지방/NNG 을/JKO,0,0,1,0
지배/NNG 를/JKO,0,0,1,0
지속/NNG 되/XSV,0,0,1,0
지속/NNG 적/XSN,0,0,1,0
지식/NNG 과/JC,0,0,1,0
지식/NNG 이/JKS,0,0,1,0
지역/NNG 으로/JKB,0,1,0,0
지역/NNG 호텔/NNG,0,1,0,0
지우/VV ㄹ/ETM,1,0,0,0
지원/NNG 을/JKO,0,0,1,0
지원/NNG 하/XSV,0,0,1,0
지원자/NNG 늘/VV,0,1,0,0
지위/NNG 를/JKO,1,0,0,0
지적/NNG 되/XSV,0,0,6,0
지적/NNG 이/JKS,0,0,1,0
지적/NNG 이/VCP,0,0,1,0
지적/NNG 하/XSV,2,0,7,0
지점/NNG 에/JKB,0,1,0,0
지지/NNG 를/JKO,1,0,0,0
지지/NNG 서명/NNG,0,0,1,0
지키/VV ㄹ/ETM,0,0,1,0
지키/VV 어/EC,0,0,1,0
지하철/NNG 미군/NNG,1,0,0,0
지향/NNG 점/NNG,0,0,1,0
지향/NNG 하/XSV,0,0,3,0
지휘자/NNG 상/NNG,1,0,0,0
직결/NNG 되/XSV,0,0,1,0
직무/NNG 유기/NNG,0,0,1,0
직접/MAG 보/VV,0,0,1,0
직접/MAG 체험/NNG,0,0,1,0
직접/MAG 홍보/NNG,0,1,0,0
직접/NNG 적/XSN,0,0,1,0
진귀/XR 하/XSA,0,0,1,0
진단/NNG 받/VV,0,0,1,0
진단/NNG 을/JKO,0,0,1,0
진면목/NNG 을/JKO,0,0,1,0
진보/NNG 에/JKB,0,0,1,0
진보/NNG 적/XSN,0,0,1,0
진수/NNG 를/JKO,1,0,0,0
진실/NNG 되/XSV,0,0,1,0
진실/NNG 의/JKG,0,0,1,0
진실/NNG 하/XSA,0,0,2,0
진실/NNG 하/XSV,0,0,1,0
진심/NNG 을/JKO,0,0,1,0
진원지/NNG 로/JKB,0,0,1,0
진정/MAG 나/NP,0,0,1,0
진정/NNG 을/JKO,1,0,0,0
진지/XR 하/XSA,0,0,1,0
진출/NNG 본격/NNG,0,0,1,0
진통/NNG 을/JKO,0,0,1,0
질/NNG 을/JKO,0,0,1,0
질/XSN 과/JC,0,0,1,0
질/XSN 은/JX,0,0,1,0
질/XSN 하/XSV,0,0,1,0
질문/NNG 들/XSN,0,0,1,0
질병/NNG 을/JKO,0,0,1,0
질책/NNG 을/JKO,0,0,1,0
질타/NNG 하/XSV,1,0,0,0
질투/NNG 하/XSV,0,0,1,0
질환/NNG 과/JKB,0,0,1,0
질환/NNG 많/VA,0,1,0,0
질환/NNG 을/JKO,0,0,1,0
질환/NNG 의/JKG,0,0,1,0
집/NNG 도/JX,0,1,0,0
집/NNG 말/NNG,0,0,1,0
집/NNG 은/JX,0,0,1,0
집/NNG 의/JKG,0,0,1,0
집/NNG 이/JKC,0,0,1,0
집/NNG 이/VCP,0,0,1,0
집/VV 어/EC,0,0,1,0
집단/NNG 대응/NNG,0,0,1,0
집단/NNG 이/VCP,0,0,1,0
집단/NNG 적/XSN,1,0,1,0
집대성/NNG 하/XSV,0,0,1,0
집주인/NNG 과/JC,0,1,0,0
집중/NNG 이/JKS,0,0,1,0
집중/NNG 화/XSN,0,0,1,0
집착/NNG 하/XSV,0,0,1,0
짓/NNG 이/VCP,0,0,1,0
짙/VA 은/ETM,0,0,1,0
짜리/XSN 악기/NNG,0,0,1,0
짝/NNG 이/JKS,1,0,0,0
짧/VA 게/EC,0,1,0,0
짧/VA 으면/EC,0,1,0,0
째/XSN 흥행/NNG,0,0,1,0
쪽/NNB 으로/JKB,0,0,1,0
쪽/NNG 만/JX,0,0,1,0
차/VV 기/ETN,0,0,1,0
차갑/VA 어/EC,0,1,0,0
차단/NNG 되/XSV,1,0,0,0
차별/NNG 폐지/NNG,0,0,1,0
차이/NNG 가/JKS,0,0,1,0
차지/NNG 하/XSV,0,0,1,0
차질/NNG 없이/MAG,0,0,1,0
착각/NNG 하/XSV,0,1,2,0
착실/XR 하/XSA,1,0,0,0
착잡/XR 하/XSA,0,0,1,0
착하/VA 게/EC,0,0,1,0
찬성/NNG 은/JX,0,0,1,0
찬찬히/MAG 뜯어보/VV,0,0,1,0
참*/VV 고*/EC,1,0,0,0
참/MAG 재미있/VA,1,0,0,0
참/NNG 되/XSA,0,0,1,0
참/NNG 마다/JX,0,0,1,0
참/VV 고/EC,0,0,1,0
참가/NNG 인원/NNG,0,0,1,0
참담/NNG 하/XSA,1,0,0,0
참여/NNG 는/JX,0,0,1,0
참여/NNG 하/XSV,0,0,3,0
창가/NNG 에/JKB,0,1,0,0
창문/NNG 열/VV,0,0,1,0
창시자/NNG 이/VCP,0,0,1,0
창작/NNG 도/JX,0,0,1,0
창작/NNG 무대/NNG,0,1,0,0
창작곡/NNG 중심/NNG,0,0,1,0
창조/NNG 성/XSN,0,0,1,0
찾/VV 지/EC,0,0,1,0
채/NNB 그대로/MAG,0,0,1,0
채/NNB 줄/NNG,0,0,1,0
채소/NNG 를/JKO,0,0,1,0
채용/NNG 꺼리/VV,0,0,1,0
채택/NNG 하/XSV,0,0,1,0
책/NNG 꺼내/VV,0,1,0,0
책/NNG 으로/JKB,0,0,1,0
책/NNG 을/JKO,0,0,1,0
책/NNG 이/VCP,0,0,4,0
책임/NNG 까지/JX,1,0,0,0
책임/NNG 이/JKS,0,0,1,0
책임/NNG 하/XSA,2,0,1,0
책임자/NNG 들/XSN,0,1,0,0
처럼/JKB 노려보/VV,0,0,1,0
처럼/JKB 다가오/VV,0,0,1,0
처럼/JKB 버림받/VV,0,0,1,0
처럼/JKB 보이/VV,0,1,1,0
처럼/JKB 부드럽/VA,0,0,1,0
처럼/JKB 수줍/VA,0,0,1,0
처럼/JKB 자기/NP,0,0,1,0
처럼/JKB 화려/XR,0,1,0,0
처리/NNG 를/JKO,0,0,1,0
처음/NNG 에/JKB,0,0,1,0
처음/NNG 으로/JKB,0,0,3,0
처음/NNG 은/JX,0,0,1,0
처음/NNG 있/VV,0,0,1,0
처절/XR 하/XSA,0,0,1,0
처지/NNG 에/JKB,0,0,1,0
처지/NNG 에서/JKB,0,0,1,0
처지/NNG 이/VCP,0,0,1,0
척/NNB 하/XSA,0,0,1,0
척박/XR 하/XSA,0,0,1,0
천/NR 배/NNG,1,0,0,0
천/NR 원/NNG,0,0,1,0
천만/NR 원/NNG,0,0,1,0
천만/NR 을/JKO,0,1,0,0
천진/NNG 하/XSV,0,0,1,0
철/NNG 을/JKO,0,0,1,0
철이/NNP 를/JKO,0,0,1,0
철저/NNG 하/XSA,0,0,2,0
철저/XR 하/XSA,0,0,1,0
철학/NNG 이야기/NNG,0,0,1,0
첫/MM 소설집/NNG,0,1,0,0
첫/MM 체계/NNG,0,0,1,0
첫걸음/NNG 되/VV,0,0,1,0
청구/NNG 하/XSV,1,0,0,0
청와대/NNP 비서진/NNG,1,0,0,0
체계/NNG 나/JC,0,0,1,0
체계/NNG 화/XSN,0,0,2,0
체질/NNG 개선/NNG,0,0,1,0
체질/NNG 을/JKO,0,0,1,0
체험/NNG 하/XSV,0,0,1,0
초/XPN 대형/NNG,1,0,0,0
초/XPN 울트라/NNG,0,0,1,0
초/XPN 특급/NNG,1,0,0,0
초/XPN 현실/NNG,0,1,0,0
초과/NNG 하/XSV,0,1,0,0
초기/NNG 에/JKB,0,0,1,0
초목/NNG 과/JC,0,1,0,0
초미/NNG 의/JKG,1,0,0,0
초점/NNG 을/JKO,0,0,1,0
촉구/NNG 하/XSV,0,1,1,0
촉망/NNG 받/VV,0,0,1,0
촉촉/XR 하/XSA,1,0,0,0
촌평/NNG 을/JKO,0,0,1,0
촘촘/XR 하/XSA,0,1,0,0
총력전/NNG 이/VCP,0,0,1,0
총리/NNG 표창/NNG,1,0,0,0
총살/NNG 당하/XSV,0,1,0,0
총소리/NNG 가/JKS,0,0,1,0
촬영/NNG 하/XSV,0,0,1,0
최/XPN 장/NNG,0,0,1,0
최고/NNG 모델료/NNG,0,0,1,0
최고/NNG 배우/NNG,1,0,0,0
최고/NNG 의/JKG,3,0,0,0
최고/NNG 이/VCP,1,0,0,0
최근/NNG 유행/NNG,0,0,1,0
최대/NNG 규모/NNG,0,0,2,0
최대/NNG 의/JKG,3,0,1,0
최선/NNG 을/JKO,2,0,0,0
최소/NNG 화/XSN,0,0,1,0
최저/NNG 임금/NNG,0,0,1,0
최저/NNG 임금제/NNG,0,0,1,0
최초/NNG 로/JKB,0,0,1,0
최후/NNG 를/JKO,0,0,1,0
쵸티/NNP 오빠/NNG,0,0,1,0
추구/NNG 하/XSV,1,0,1,0
추락/NNG 하/XSV,1,0,0,0
추산/NNG 되/XSV,0,1,0,0
추석/NNG 때/NNG,0,0,1,0
추억/NNG 떠오르/VV,0,0,1,0
추정/NNG 되/XSV,0,0,1,0
추정/NNG 하/XSV,0,0,1,0
추진/NNG 노력/NNG,0,0,1,0
추진/NNG 중/NNB,0,0,1,0
추진/NNG 하/XSV,0,0,1,0
추천/NNG 하/XSV,1,0,1,0
축소/NNG 형/XSN,1,0,0,0
축하/NNG 하/XSV,0,0,1,0
출연/NNG 도/JX,0,1,0,0
출연/NNG 하/XSV,0,2,0,0
출혈/NNG 의/JKG,0,0,1,0
춤/NNG 을/JKO,0,0,1,0
충격/NNG 이/VCP,2,0,0,0
충격/NNG 적/XSN,3,0,0,0
충분/XR 하/XSA,0,0,2,0
충분히/MAG 보/VV,1,0,0,0
충분히/MAG 보완/NNG,1,0,0,0
충실/NNG 하/XSA,0,0,1,0
충실히/MAG 따르/VV,1,0,0,0
충족/NNG 시키/XSV,0,0,1,0
취향/NNG 대로/JX,0,0,1,0
측면/NNG 이/JKS,0,0,1,0
치/VV 자면/EC,0,0,0,1
치밀/VV 는/ETM,0,0,1,0
치열/NNG 하/XSA,0,0,1,0
치열/XR 하/XSA,1,0,0,0
치유/NNG 를/JKO,0,1,0,0
치유/NNG 하/XSV,0,0,1,0
친근/XR 하/XSA,0,0,2,0
친근감/NNG 이/JKS,0,0,1,0
친숙/NNG 하/XSA,0,1,1,0
친하/VA 아/EC,0,0,1,0
침략/NNG 도/JX,0,0,1,0
침략/NNG 행위/NNG,0,0,1,0
칭찬/NNG 을/JKO,0,0,1,0
카메라/NNG 에/JKB,0,0,1,0
카메라/NNG 움직임/NNG,0,0,1,0
칼날/NNG 같이/JKB,1,0,0,0
캄캄/XR 하/XSA,0,1,0,0
커다랗/VA ㄴ/ETM,1,1,0,0
콜럼버스/NNP 시대/NNG,0,0,1,0
콩/NNG 을/JKO,0,1,0,0
크/VA 게/EC,4,1,2,0
크/VA ㄴ/ETM,5,1,9,0
크림/NNG 거품/NNG,0,0,1,0
큼직/XR 하/XSA,0,1,1,0
키우/VV 어/EC,0,1,0,0
키히카/NNP 를/JKO,0,0,1,0
타고나/VV ㄴ/ETM,0,0,1,0
타당/XR 하/XSA,0,0,1,0
타협/NNG 성/XSN,0,0,1,0
타협/NNG 자세/NNG,0,0,1,0
탁월/XR 하/XSA,0,0,1,0
탄로/NNG 나/VV,0,0,1,0
탄생/NNG 을/JKO,0,0,1,0
탓/NNG 에/JKB,0,0,0,1
탓/NNG 이/VCP,0,0,0,1
탓/NNG 하/XSV,0,0,1,0
탕감/NNG 하/XSV,0,0,1,0
태극기/NNG 를/JKO,0,0,2,0
태도/NNG 가/JKS,0,0,1,0
태세/NNG 를/JKO,0,0,1,0
태익/NNP 이/VCP,0,0,1,0
터/NNB 이/VCP,0,0,0,1
터/NNG 에/JKB,0,0,1,0
터무니/NNG 없/VA,0,0,1,0
터번/NNG 은/JX,0,1,0,0
턱/NNB 없이/MAG,1,0,0,0
테러/NNG 사건/NNG,1,0,0,0
텍스트/NNG 가/JKC,0,0,1,0
토인비/NNP 의/JKG,0,1,0,0
토하/VV 고/EC,0,0,1,0
토하/VV 며/EC,1,0,0,0
토하/VV 아/EC,0,0,0,1
통곡/NNG 하/XSV,1,0,0,0
통로/NNG 이/VCP,0,0,1,0
통속/NNG 적/XSN,0,0,1,0
통제/NNG 하/XSV,0,1,0,0
통증/NNG 이/JKS,0,0,1,0
통찰/NNG 로/JKB,0,0,1,0
통찰/NNG 을/JKO,0,0,1,0
통찰/NNG 의/JKG,0,0,1,0
통찰력/NNG 으로/JKB,1,0,0,0
통첩/NNG 하/XSV,0,0,1,0
통하/VV 아/EC,0,0,1,0
통하/VV 지/EC,1,0,0,0
통화/NNG 가/JKS,0,0,1,0
퇴보/NNG 시키/XSV,0,0,1,0
퇴조/NNG 하/XSV,0,0,1,0
퇴폐/NNG 적/XSN,0,0,1,0
투사/NNG 이/VCP,0,0,1,0
투성이/XSN 이/VCP,0,0,1,0
투쟁/NNG 을/JKO,0,0,1,0
튀/VV 게/EC,1,0,0,0
튀어나오/VV 게/EC,1,0,0,0
특수/NNG 관계/NNG,0,1,0,0
특수/NNG 협력/NNG,0,0,1,0
특유/NNG 의/JKG,0,0,1,0
특이/NNG 하/XSA,0,1,0,0
특징/NNG 이/VCP,0,0,1,0
특출/XR 나/VV,0,0,1,0
특허/NNG 와/JC,0,0,1,0
특히/MAG 기대/NNG,1,0,0,0
특히/MAG 나쁘/VA,1,0,0,0
특히/MAG 눈길/NNG,1,0,0,0
특히/MAG 두드러지/VV,1,0,0,0
특히/MAG 아시아/NNP,0,1,0,0
틀/NNG 로/JKB,0,0,1,0
파격/NNG 적/XSN,0,0,1,0
파멸/NNG 직전/NNG,0,0,1,0
파문/NNG 이/JKS,0,0,1,0
파스텔/NNG 조/NNB,0,1,0,0
파악/NNG 하/XSV,0,0,1,0
판/NNG 을/JKO,0,0,1,0
판/NNG 의/JKG,0,0,2,0
판단/NNG 되/XSV,0,0,1,0
판단/NNG 을/JKO,0,0,2,0
판매/NNG 하/XSV,0,0,1,0
판매량/NNG 이/JKS,0,0,1,0
판정/NNG 을/JKO,0,0,1,0
팔/VV 겠/EP,0,0,1,0
팔/VV 는/ETM,0,0,1,0
팔/VV ㅂ니다/EC,0,0,1,0
팔리/VV 어/EC,0,0,1,0
퍼먹/VV 고/EC,0,0,1,0
펄펄/MAG 살/VV,1,0,0,0
페놀/NNG 홍역/NNG,1,0,0,0
편/NNB 의/JKG,0,0,1,0
편/NNB 이/VCP,0,1,1,0
편견/NNG 이/JKS,0,0,2,0
편리/NNG 하/XSA,0,0,1,0
편모/NNG 들/XSN,0,0,1,0
편모/NNG 에/JKB,0,0,1,0
편안/NNG 하/XSA,0,2,1,0
편중/NNG 되/XSV,0,1,0,0
편차/NNG 가/JKS,0,0,0,1
편향/NNG 성/XSN,0,0,1,0
펼치/VV 어/EC,0,0,1,0
평가/NNG 받/VV,0,0,1,0
평가/NNG 이/VCP,0,0,1,0
평가/NNG 하/XSV,1,0,3,0
평론가/NNG 의/JKG,0,1,0,0
평범/XR 하/XSA,0,0,1,0
평하/VV 았/EP,1,0,0,0
평화/NNG 공동체/NNG,0,0,1,0
평화/NNG 상태/NNG,0,0,1,0
평화/NNG 의/JKG,0,0,1,0
평화/NNG 진원지/NNG,0,0,1,0
폐렴/NNG 으로/JKB,0,1,0,0
폐렴/NNG 은/JX,0,0,1,0
폐지/NNG 가/JKS,1,0,0,0
폐지/NNG 하/XSV,0,0,1,0
포기/NNG 하/XSV,0,0,1,0
포도주/NNG 한/MM,0,1,0,0
포장/NNG 기준/NNG,0,1,0,0
폭/NNG 넓/VA,0,0,1,0
폭/NNG 이/JKS,0,0,1,0
폭넓/VA 게/EC,0,0,1,0
폭력/NNG 과/JC,0,0,1,0
폭력/NNG 적/XSN,1,0,0,0
폭발/NNG 적/XSN,1,0,0,0
폭행/NNG 의/JKG,0,0,1,0
표상/NNG 이/VCP,0,1,0,0
표시/NNG 하/XSV,0,0,1,0
표어/NNG 를/JKO,0,0,1,0
푸/VV 어/EC,1,0,0,0
푹/MAG 빠지/VV,1,0,0,0
푼수/NNG 기/XSN,0,1,0,0
풀/VV 어/EC,0,0,3,0
풀/VV 어야/EC,0,0,1,0
풀리/VV 지/EC,0,0,1,0
풀이/NNG 하/XSV,1,0,0,0
풀타임/NNG 전문/NNG,1,0,0,0
품질/NNG 유지/NNG,0,0,1,0
풋풋/XR 하/XSA,0,0,1,0
풍/XSN 의/JKG,0,0,1,0
풍경/NNG 을/JKO,0,0,1,0
풍물/NNG 이/JKS,0,0,1,0
풍성/XR 하/XSA,0,0,1,0
풍요/NNG 와/JC,0,0,1,0
프랑스/NNP 의/JKG,1,0,0,0
프로/NNG 근성/NNG,0,0,1,0
프로이트/NNP 는/JX,0,0,1,0
프로젝트/NNG 가/JKS,0,0,1,0
피/NNG 를/JKO,1,0,1,0
피부/NNG 를/JKO,0,0,1,0
피부/NNG 보습/NNG,0,0,1,0
피서/NNG 가*/VV,0,1,0,0
피식/MAG 웃음/NNG,0,0,1,0
피우/VV 어/EC,0,0,1,0
피하/VV 아/EC,0,0,1,0
피해/NNG 다니/VV,0,1,0,0
피해/NNG 도/JX,1,0,0,0
피해자/NNG 이/VCP,0,0,1,0
필기/NNG 시험/NNG,0,0,1,0
필수/NNG 모델/NNG,1,0,0,0
필수/NNG 적/XSN,0,1,1,0
필연/NNG 적/XSN,0,0,1,0
필요/NNG 가/JKS,0,0,3,0
필요/NNG 는/JX,0,1,1,0
필요/NNG 성/XSN,1,0,0,0
필요/NNG 없/VA,1,0,1,1
필요/NNG 하/XSA,1,0,12,0
핍박/NNG 받/VV,0,0,1,0
하*/VV ㄴ다/EF,0,1,0,0
하*/VV 라/EF,0,0,1,0
하*/XSV 겠/EP,0,1,0,0
하/VV 고/EC,0,1,3,0
하/VV 기/ETN,0,0,1,0
하/VV ㄴ/ETM,1,0,0,0
하/VV ㄴ다/EC,0,0,2,0
하/VV ㄴ다/EF,0,1,0,0
하/VV ㄴ답니다/EF,0,0,1,0
하/VV 는/ETM,2,1,2,0
하/VV 다가/EC,0,1,1,0
하/VV 든/EC,0,0,1,0
하/VV ㄹ/ETM,1,0,3,2
하/VV ㄹ까/EC,0,1,0,0
하/VV 라는/ETM,0,0,1,0
하/VV 면/EC,0,0,0,1
하/VV 아도/EC,0,1,1,1
하/VV 아서/EC,0,0,0,1
하/VV 아야/EC,0,1,1,0
하/VV 았/EP,1,2,2,1
하/VV 여/EC,0,0,1,0
하/VV 지/EC,1,0,5,0
하/VV 지만/EC,0,0,1,0
하/VX 겠/EP,0,0,1,2
하/VX ㄴ/ETM,2,0,0,0
하/VX ㄴ다/EC,0,0,1,0
하/VX ㄴ다/EF,0,0,5,0
하/VX ㄴ다고/EC,0,0,1,0
하/VX ㄴ데/EC,0,0,0,1
하/VX 는/ETM,1,1,4,0
하/VX 다/EF,0,0,1,0
하/VX ㄹ/ETM,1,2,3,0
하/VX 면/EC,0,0,1,0
하/VX 아/EC,0,0,1,0
하/VX 아서/EC,1,0,0,0
하/VX 았/EP,0,0,1,1
하/VX 지/EC,0,0,1,0
하/VX 지만/EC,0,0,0,1
하/XSA 거나/EC,0,0,1,0
하/XSA 게/EC,4,3,22,1
하/XSA 고/EC,0,0,1,0
하/XSA 기/ETN,0,1,0,0
하/XSA ㄴ/ETM,7,5,62,1
하/XSA ㄴ가/EF,1,0,0,0
하/XSA 다/EC,0,0,1,0
하/XSA 다/EF,0,0,2,0
하/XSA 다고/EC,0,0,1,0
하/XSA 도록/EC,0,0,1,0
하/XSA ㄹ/ETM,0,0,2,0
하/XSA ㅁ/ETN,1,2,7,0
하/XSA 면/EC,0,0,0,1
하/XSA 아/EC,1,1,5,0
하/XSA 았/EP,0,1,1,0
하/XSA 지/EC,1,0,8,0
하/XSV 거나/EC,0,0,1,0
하/XSV 건대/EC,0,0,0,1
하/XSV 게/EC,0,1,3,0
하/XSV 겠/EP,0,3,0,0
하/XSV 고/EC,0,0,6,2
하/XSV 기/ETN,0,0,3,2
하/XSV ㄴ/ETM,1,2,8,0
하/XSV ㄴ다/EF,0,0,2,0
하/XSV ㄴ다는/ETM,0,0,2,0
하/XSV 는/ETM,1,2,10,0
하/XSV 도록/EC,0,0,1,0
하/XSV 듯/EC,0,0,1,0
하/XSV ㄹ/ETM,4,1,11,0
하/XSV 라/EC,0,0,0,1
하/XSV 라고/EC,0,1,0,0
하/XSV 랄까/EC,0,1,0,0
하/XSV 려는/ETM,0,1,0,0
하/XSV ㅁ/ETN,0,0,1,0
하/XSV 며/EC,0,0,2,0
하/XSV 면/EC,0,2,2,0
하/XSV ㅂ니다/EF,1,0,0,0
하/XSV 시/EP,0,0,3,0
하/XSV 아/EC,1,3,17,4
하/XSV 아서/EC,0,0,0,1
하/XSV 아야/EC,0,0,2,0
하/XSV 았/EP,0,3,3,0
하/XSV 자면/EC,0,1,0,0
하/XSV 지/EC,5,2,9,0
하/XSV 지만/EC,0,0,0,1
하고*/JKB 함께/MAG,0,0,1,0
하나/NR 기증/NNG,0,0,1,0
하나/NR 로/JKB,0,0,1,0
하나/NR 를/JKO,0,1,1,0
하나/NR 얻/VV,0,0,1,0
하나/NR 의/JKG,0,0,2,0
하늘/NNG 에서/JKB,1,0,0,0
하늘/NNG 을/JKO,0,0,2,0
하늘/NNG 의/JKG,0,0,2,0
하루/NNG 가/JKS,0,0,1,0
하루/NNG 도/JX,1,0,0,0
하이라이트/NNG 를/JKO,0,0,1,0
하지만/MAJ 꼭/MAG,0,0,1,0
하지만/MAJ 남편/NNG,0,0,1,0
하향세/NNG 로/JKB,0,0,1,0
학년/NNG 의/JKG,0,0,1,0
학생/NNG 운동/NNG,0,0,1,0
학생/NNG 필요/NNG,0,0,1,0
학술/NNG 적/XSN,0,0,1,0
학습/NNG 기회/NNG,0,0,1,0
학원/NNG 을/JKO,0,0,1,0
한*/MM 번/NNB,1,0,0,0
한/MM 눈/NNG,0,1,0,0
한/MM 동이/NNG,1,0,0,0
한/MM 목소리/NNG,0,0,2,0
한/MM 방법/NNG,0,0,1,0
한/MM 번/NNB,0,0,4,0
한/MM 병/NNG,0,1,0,0
한/MM 소녀/NNG,0,0,1,0
한/MM 손/NNG,0,0,1,0
한/MM 숟가락/NNG,0,0,1,0
한/MM 영화/NNG,0,0,1,0
한/MM 요인/NNG,0,0,1,0
한/MM 자리/NNG,0,1,0,0
한/MM 지점/NNG,0,1,0,0
한/MM 철/NNG,0,0,1,0
한/MM 편/NNB,0,0,1,0
한/NNG 가장/MAG,0,0,1,0
한/NNG 이/JKC,0,0,1,0
한/NNP 일/NNP,1,0,0,0
한/XPN 마당/NNG,0,0,1,0
한가/XR 롭/XSA,0,1,0,0
한가/XR 하/XSA,0,0,1,0
한가지/NNG 아쉽/VA,0,0,1,0
한가지/NNG 주장/NNG,0,0,1,0
한결같이/MAG 매끈/XR,0,0,1,0
한계/NNG 를/JKO,0,0,1,0
한과/NNG 가/JKS,0,0,1,0
한국/NNP 의/JKG,0,1,0,0
한국/NNP 적/XSN,0,1,1,0
한국/NNP 진출/NNG,0,0,1,0
한달음/NNG 에/JKB,0,1,0,0
한데/MAG 모으/VV,0,1,0,0
한데/MAG 어우러지/VV,0,0,1,0
한마디/NNG 로/JKB,0,0,1,0
한문학/NNG 을/JKO,0,0,1,0
한민족/NNP 의/JKG,0,0,1,0
한술/NNG 이/JKS,0,0,0,1
한자/NNG 만/JX,0,0,1,0
한자/NNG 의/JKG,0,0,1,0
한층/MAG 높이/VV,0,0,1,0
한탄/NNG 하/XSV,0,0,1,0
